commit,author,date,title,faultID,file
c3aa6e5,Ben Darnell,2015-05-05 22:16:30,Remove weak reference from WaitIterator.,1429,tornado/gen.py
62ecb80,Ben Darnell,2015-05-05 22:14:05,Echo the received websocket close code.,1377,tornado/test/websocket_test.py
62ecb80,Ben Darnell,2015-05-05 22:14:05,Echo the received websocket close code.,1377,tornado/websocket.py
dd3aabd,Ben Darnell,2015-05-05 22:04:09,Document (ignored) timeout argument to Future methods.,1435,tornado/concurrent.py
cf76612,Ben Darnell,2015-04-18 18:15:14,Fix exception handling in CurlAsyncHTTPClient._process_queue.,1413,tornado/curl_httpclient.py
2bd2f0d,Ben Darnell,2015-04-18 14:12:44,Add raise_error behavior to Subprocess.wait_for_exit.,1205,tornado/process.py
2bd2f0d,Ben Darnell,2015-04-18 14:12:44,Add raise_error behavior to Subprocess.wait_for_exit.,1205,tornado/test/process_test.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/benchmark/chunk_benchmark.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/blog/blog.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/chat/chatdemo.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/facebook/facebook.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/helloworld/helloworld.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/s3server/s3server.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/twitter/twitterdemo.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,demos/websocket/chatdemo.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/httpclient.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/httpserver.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/ioloop.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/iostream.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/platform/twisted.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/tcpserver.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/test/process_test.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/web.py
4f86890,Ben Darnell,2015-03-29 16:22:26,Add make_current keyword argument to IOLoop constructor.,1390,tornado/wsgi.py
91f3f0f,Ben Darnell,2015-03-29 14:17:36,Add a quiet_exceptions argument to gen.Multi and gen.multi_future.,1378,tornado/gen.py
91f3f0f,Ben Darnell,2015-03-29 14:17:36,Add a quiet_exceptions argument to gen.Multi and gen.multi_future.,1378,tornado/test/gen_test.py
c95843c,Ben Darnell,2015-03-29 14:04:46,gen.multi_future and gen.Multi log any exceptions after the first.,1378,tornado/gen.py
c95843c,Ben Darnell,2015-03-29 14:04:46,gen.multi_future and gen.Multi log any exceptions after the first.,1378,tornado/test/gen_test.py
4dd78cf,Ben Darnell,2015-03-26 23:50:15,Fix read_until_close's Future return with streaming_callback.,1395,tornado/iostream.py
4dd78cf,Ben Darnell,2015-03-26 23:50:15,Fix read_until_close's Future return with streaming_callback.,1395,tornado/test/iostream_test.py
2467782,Ben Darnell,2015-03-26 23:36:43,"Add Subprocess.wait_for_exit, a coro-friendly set_exit_callback().",1391,tornado/process.py
2467782,Ben Darnell,2015-03-26 23:36:43,"Add Subprocess.wait_for_exit, a coro-friendly set_exit_callback().",1391,tornado/test/process_test.py
d635c56,Ben Darnell,2015-03-19 21:29:26,Finish incomplete sentence in docstring.,1389,tornado/ioloop.py
c60d646,Ben Darnell,2015-03-04 23:25:59,Count SSL_ERROR_EOF as a kind of connection reset.,1362,tornado/iostream.py
c60d646,Ben Darnell,2015-03-04 23:25:59,Count SSL_ERROR_EOF as a kind of connection reset.,1362,tornado/test/simple_httpclient_test.py
733a0fa,Ben Darnell,2015-03-04 22:27:41,Fix raise_error=False in synchronous HTTPClient.,1351,tornado/httpclient.py
b52bb5c,Ben Darnell,2015-03-04 22:23:24,Fix an error in autoreload on windows.,1360,tornado/autoreload.py
497245e,Ben Darnell,2015-02-21 17:55:29,Expand PeriodicCallback docs and testing.,1345,tornado/ioloop.py
