tag,file,LongParameterList,LongMethod,LongScopeChaining,LongBaseClassList,LargeClass,LongMessageChain,ComplexLambdaExpression,LongTernaryConditionalExpression,ComplexContainerComprehension,MultiplyNestedContainer,LOC,change,fault
v4.1.0,demos/benchmark/template_benchmark.py,0,0,0,0,0,0,0,0,1,0,23,0,0
v4.1.0,tornado/locale.py,0,1,0,0,0,0,0,3,0,0,320,3,0
v4.1.0,demos/facebook/facebook.py,0,0,0,0,0,0,0,0,0,0,84,1,1
v4.1.0,maint/scripts/custom_fixers/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
v4.1.0,tornado/iostream.py,0,2,0,0,1,0,0,0,0,0,779,12,4
v4.1.0,tornado/test/process_test.py,0,1,0,0,0,0,0,0,0,0,149,3,3
v4.1.0,tornado/test/web_test.py,0,0,0,0,1,0,1,0,0,1,1763,13,0
v4.1.0,maint/test/appengine/setup.py,0,0,0,0,0,0,0,0,0,0,2,0,0
v4.1.0,tornado/simple_httpclient.py,1,2,0,0,0,0,0,0,0,0,371,9,0
v4.1.0,demos/chat/chatdemo.py,0,0,0,0,0,0,0,0,0,0,109,2,1
v4.1.0,setup.py,0,0,0,0,0,0,0,0,0,0,83,4,0
v4.1.0,tornado/stack_context.py,0,1,0,0,0,0,0,0,0,0,163,0,0
v4.1.0,tornado/platform/caresresolver.py,0,0,0,0,0,0,0,0,0,0,56,0,0
v4.1.0,tornado/auth.py,5,2,1,0,0,0,0,1,3,0,763,5,0
v4.1.0,demos/auth/authdemo.py,0,0,0,0,0,0,0,0,0,0,50,1,0
v4.1.0,tornado/test/runtests.py,0,0,0,0,0,0,3,0,0,0,126,6,0
v4.1.0,tornado/platform/auto.py,0,0,0,0,0,0,0,0,0,0,19,2,0
v4.1.0,tornado/platform/windows.py,0,0,0,0,0,0,0,0,0,0,11,0,0
v4.1.0,tornado/options.py,0,0,0,0,1,0,0,1,2,0,292,1,0
v4.1.0,tornado/test/concurrent_test.py,0,0,0,3,0,0,0,0,0,0,242,2,0
v4.1.0,tornado/platform/epoll.py,0,0,0,0,0,0,0,0,0,0,7,0,0
v4.1.0,tornado/test/__main__.py,0,0,0,0,0,0,0,0,0,0,5,0,0
v4.1.0,tornado/test/httpclient_test.py,0,0,0,0,1,0,0,0,0,0,408,4,0
v4.1.0,maint/scripts/custom_fixers/fix_unicode_literal.py,0,0,0,0,0,0,0,0,0,0,14,0,0
v4.1.0,tornado/platform/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
v4.1.0,tornado/test/gen_test.py,0,1,1,0,1,0,0,0,0,0,861,7,2
v4.1.0,tornado/process.py,0,1,0,0,0,0,0,0,0,0,195,2,2
v4.1.0,tornado/httpclient.py,0,0,0,0,0,0,0,0,0,0,290,5,2
v4.1.0,tornado/platform/twisted.py,3,0,0,0,0,0,0,0,0,0,360,3,1
v4.1.0,tornado/test/iostream_test.py,0,0,0,0,1,0,0,0,0,0,676,7,1
v4.1.0,docs/conf.py,0,0,0,0,0,0,0,0,0,0,56,4,0
v4.1.0,tornado/test/stack_context_test.py,0,0,0,0,0,0,0,0,0,0,194,0,0
v4.1.0,tornado/test/options_test.py,0,0,0,0,0,0,0,0,0,0,175,0,0
