commit,author,date,title,faultID,file
300e8ba,Paweł Marczewski,2015-05-26 21:38:01,Fixed #24847 -- Prevented items set on a RequestContext from being lost.,24847,django/template/context.py
300e8ba,Paweł Marczewski,2015-05-26 21:38:01,Fixed #24847 -- Prevented items set on a RequestContext from being lost.,24847,tests/template_tests/test_context.py
70be31b,Tim Graham,2015-05-26 16:46:13,Fixed #24836 -- Made force_text() resolve lazy objects.,24836,django/utils/encoding.py
70be31b,Tim Graham,2015-05-26 16:46:13,Fixed #24836 -- Made force_text() resolve lazy objects.,24836,tests/csrf_tests/test_context_processor.py
70be31b,Tim Graham,2015-05-26 16:46:13,Fixed #24836 -- Made force_text() resolve lazy objects.,24836,tests/utils_tests/test_encoding.py
ff8a02a,Matt Westcott,2015-02-14 01:22:38,"Fixed #24340 -- Added nested deconstruction for list, tuple and dict values",24340,django/db/migrations/autodetector.py
ff8a02a,Matt Westcott,2015-02-14 01:22:38,"Fixed #24340 -- Added nested deconstruction for list, tuple and dict values",24340,tests/migrations/test_autodetector.py
f4cb350,Tim Graham,2015-05-25 21:03:41,Added release notes for refs #24844.,24844
801a84a,Paweł Marczewski,2015-05-24 19:05:56,Fixed #24835 -- Fixed QuerySet.exists() after an annotation with Count(),24835,django/db/models/sql/query.py
801a84a,Paweł Marczewski,2015-05-24 19:05:56,Fixed #24835 -- Fixed QuerySet.exists() after an annotation with Count(),24835,tests/annotations/tests.py
d73176a,Marten Kenbeek,2015-05-24 21:17:39,Fixed #24848 -- Fixed ValueError for faulty migrations module.,24848,django/db/migrations/loader.py
d73176a,Marten Kenbeek,2015-05-24 21:17:39,Fixed #24848 -- Fixed ValueError for faulty migrations module.,24848,tests/migrations/test_loader.py
614bec4,Villiers Strauss,2015-05-22 15:54:31,Fixed #24841 -- Made BaseRangeField.prepare_value() call base_field's prepare_value(),24841,django/contrib/postgres/forms/ranges.py
614bec4,Villiers Strauss,2015-05-22 15:54:31,Fixed #24841 -- Made BaseRangeField.prepare_value() call base_field's prepare_value(),24841,tests/postgres_tests/test_ranges.py
43b2d88,Andrea Grandi,2015-05-24 15:56:48,Fixed #24844 -- Corrected has_changed implementation for HStoreField.,24844,django/contrib/postgres/forms/hstore.py
43b2d88,Andrea Grandi,2015-05-24 15:56:48,Fixed #24844 -- Corrected has_changed implementation for HStoreField.,24844,django/db/backends/postgresql_psycopg2/base.py
43b2d88,Andrea Grandi,2015-05-24 15:56:48,Fixed #24844 -- Corrected has_changed implementation for HStoreField.,24844,tests/postgres_tests/test_hstore.py
170f711,Claude Paroz,2015-05-22 19:43:08,Fixed #24826 -- Accounted for filesystem-dependent filename max length,24826,tests/file_storage/tests.py
bc87061,Anssi Kääriäinen,2015-05-19 14:49:00,Fixed #24705 -- Fixed negated Q objects in expressions.,24705,django/db/models/query_utils.py
bc87061,Anssi Kääriäinen,2015-05-19 14:49:00,Fixed #24705 -- Fixed negated Q objects in expressions.,24705,django/db/models/sql/query.py
bc87061,Anssi Kääriäinen,2015-05-19 14:49:00,Fixed #24705 -- Fixed negated Q objects in expressions.,24705,tests/expressions_case/tests.py
fb94e7b,Tim Graham,2015-05-18 07:53:41,Fixed #24784 -- Fixed visibility regression in admin's FK widget.,24784
d091b75,Alasdair Nicol,2015-05-19 10:43:06,Fixed #24818 -- Prevented models.CharField from accepting a string as max_length,24818,django/db/models/fields/__init__.py
d091b75,Alasdair Nicol,2015-05-19 10:43:06,Fixed #24818 -- Prevented models.CharField from accepting a string as max_length,24818,tests/invalid_models_tests/test_ordinary_fields.py
1046c8a,Claude Paroz,2015-05-18 18:38:47,Fixed #24739 -- Documented translation fallback change,24739
f5da438,Tim Graham,2015-05-18 09:09:13,Fixed #24812 -- Fixed app registry RuntimeWarnings in schema and migrations tests.,24812,tests/migrations/test_state.py
f5da438,Tim Graham,2015-05-18 09:09:13,Fixed #24812 -- Fixed app registry RuntimeWarnings in schema and migrations tests.,24812,tests/schema/tests.py
7b027c4,Claude Paroz,2015-05-15 10:23:11,Fixed #24805 -- Delayed check for locale_dir in makemessages,24805,django/core/management/commands/makemessages.py
307acc7,Tim Graham,2015-05-13 08:19:51,Fixed #24630 -- Clarified docs about RunPython transactions.,24630
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,django/db/backends/base/operations.py
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,django/db/backends/mysql/base.py
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,django/db/backends/oracle/base.py
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,django/db/backends/oracle/operations.py
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,django/db/backends/sqlite3/base.py
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,django/db/models/sql/query.py
d9521f6,Aymeric Augustin,2015-05-02 15:54:17,Removed global timezone-aware datetime adapters.,19738,tests/timezones/tests.py
70e3e2e,Piotr Jakimiak,2015-05-14 19:59:36,Fixed #24774 -- Made contrib.site's Site.domain field unique,24774,django/contrib/sites/migrations/0002_alter_domain_unique.py
70e3e2e,Piotr Jakimiak,2015-05-14 19:59:36,Fixed #24774 -- Made contrib.site's Site.domain field unique,24774,django/contrib/sites/models.py
70e3e2e,Piotr Jakimiak,2015-05-14 19:59:36,Fixed #24774 -- Made contrib.site's Site.domain field unique,24774,tests/sites_tests/tests.py
3226050,Claude Paroz,2015-05-14 19:27:31,Fixed #24791 -- Added fallback when 'postgres' database isn't available,24791,django/db/backends/base/creation.py
3226050,Claude Paroz,2015-05-14 19:27:31,Fixed #24791 -- Added fallback when 'postgres' database isn't available,24791,django/db/backends/postgresql_psycopg2/base.py
3226050,Claude Paroz,2015-05-14 19:27:31,Fixed #24791 -- Added fallback when 'postgres' database isn't available,24791,tests/backends/tests.py
2dee853,Bo Lopker,2015-05-13 23:22:42,Fixed #24799 -- Fixed session cookie deletion when using SESSION_COOKIE_DOMAIN,24799,django/contrib/sessions/middleware.py
2dee853,Bo Lopker,2015-05-13 23:22:42,Fixed #24799 -- Fixed session cookie deletion when using SESSION_COOKIE_DOMAIN,24799,tests/sessions_tests/tests.py
ae635cc,Claude Paroz,2015-05-13 17:40:57,Fixed #24757 -- Recreated MySQL index when needed during combined index removal,24757,django/db/backends/base/schema.py
ae635cc,Claude Paroz,2015-05-13 17:40:57,Fixed #24757 -- Recreated MySQL index when needed during combined index removal,24757,django/db/backends/mysql/schema.py
ae635cc,Claude Paroz,2015-05-13 17:40:57,Fixed #24757 -- Recreated MySQL index when needed during combined index removal,24757,tests/schema/tests.py
f61c4f4,Claude Paroz,2015-05-09 17:01:40,Fixed #24742 -- Made runserver.check_migrations ignore read-only databases,24742,django/core/management/commands/runserver.py
f61c4f4,Claude Paroz,2015-05-09 17:01:40,Fixed #24742 -- Made runserver.check_migrations ignore read-only databases,24742,django/db/migrations/exceptions.py
f61c4f4,Claude Paroz,2015-05-09 17:01:40,Fixed #24742 -- Made runserver.check_migrations ignore read-only databases,24742,django/db/migrations/recorder.py
f61c4f4,Claude Paroz,2015-05-09 17:01:40,Fixed #24742 -- Made runserver.check_migrations ignore read-only databases,24742,tests/admin_scripts/tests.py
3c8fe5d,Tim Graham,2015-05-13 09:52:19,Fixed #24751 -- Fixed HStoreField isnull lookup.,24751,django/contrib/postgres/fields/hstore.py
3c8fe5d,Tim Graham,2015-05-13 09:52:19,Fixed #24751 -- Fixed HStoreField isnull lookup.,24751,tests/postgres_tests/test_hstore.py
4f3c444,Charles Dee Rice,2015-05-12 18:19:39,Fixed #24789 -- Fixed wrong positional args order in doc example,24789
7c7b855,Abhaya Agarwal,2015-05-13 02:34:56,"[1.8.x] Refs #24698, #24712 -- Forwardported ForeignKey.get_db_prep_value() test and release notes.",24698,tests/model_fields/models.py
7c7b855,Abhaya Agarwal,2015-05-13 02:34:56,"[1.8.x] Refs #24698, #24712 -- Forwardported ForeignKey.get_db_prep_value() test and release notes.",24698,tests/model_fields/test_uuid.py
f7b2978,Andriy Sokolovskiy,2015-05-09 13:57:13,Fixed #24156 -- Fixed inherited related name of ManyToManyField.,24156,django/db/models/fields/related.py
f7b2978,Andriy Sokolovskiy,2015-05-09 13:57:13,Fixed #24156 -- Fixed inherited related name of ManyToManyField.,24156,tests/many_to_many/models.py
f7b2978,Andriy Sokolovskiy,2015-05-09 13:57:13,Fixed #24156 -- Fixed inherited related name of ManyToManyField.,24156,tests/many_to_many/tests.py
